	Unnamed: 0	title	text	travel_date	rating	location	label
108	108	Magnificent wonderful caves	Such a nice way to discover the wonders if Cappadocia! This open air museum is well maintained and you’ll visit many small churches with beautiful paintings. Book a guide if you can, we paid 100€ per day and it was excellent.  Spring or Autumn are the best seasons to visit this wonderful area	2021-04	5	2	1
109	109	Truly unique experience	What an incredible place! Totally worth the hike there! Caves painted with Christian motifs in such detail normally only to be seen in churches. One of a kind.	2021-04	5	2	1
110	110	Walk into History	Amazing history! To see churches that are over 1200 years old is rare. It brings you back to the Turkey that was the cradle of Christianity up until the Ottoman conquest. You get q sense of what it was like for the Christian's (St Basil) who lived in these mountains before Christianity was legalised in the Roman Empire. A lot of the 1000AD churches are dedicated to him. Lots of history to read as you go along, or you can get an audio or tour guide. The Dark Chapel is 25TL, but worth it. Some people are there just to take photos, which is fine too, as there are lots of great backdrops and views.	2021-04	5	2	1
111	111	Honeymoob	Sadly we were at the time when balloons didn't fly, but this place made our day, it is worth every penny	2021-03	5	2	0
112	112	Impressive early Christian churches	This is an amazing place for observing early Christian churches! The frescoes are very well preserved which makes the experience unforgettable if you are into the history and architecture. Architectural-wise those are just rocks and cliffs around - same as you can see everywhere around but inside the caves... These churches - Apple Church, Sandals Church and others are great. You need an additional ticket to visit the Dark Church but it is worth it. Also, don’t miss the biggest church of the complex - it is located outside the fence a little bit down the street. Getting there is just a short walk from the town center	2021-03	5	2	0
113	113	DO NOT USE:  AK BANK ATM'S....THEY CHARGE 7.8% IN ADDITIONAL FEES you don't see until you recieve your printed receipt.	I am very happy I came to Goreme in the Winter... This place is amazing!!! I want all visitors to know my POSITIVE &  NEGATIVE experiences.   FIRST THE NEGATIVE... DO NOT USE THE:  AK BANK ATM'S....THEY CHARGE 7.8% IN ADDITIONAL FEES you don't see until you recieve your printed receipt!!!!!!  SCAM! The small town is not only beautiful but everything you will come to need is conveniently within short walking distance.   Locals have decades of international traveler experience So are generally easy to work with. & all attractions are unique and spectacular.   If you visit Cappadocia / Goreme,  Avanos,  Kaymakli & Nevsehir,  it WILL BE AN UNFORGETTABLE EXPERIENCE!  Stay away from the AK Bank  ATM's!!!	2021-01	5	2	1
114	114	beautiful	Extraordinary perspectives and amazing people. Be prepared for a climb. There is a little expense to enter yet it is justified, despite any trouble	2021-02	5	2	1
115	115	a must	Try to go early in the day to beat the crowds.  It's well worth it.  We were there in summer but if you go early you can beat the heat and crowds.	2020-02	5	2	1
116	116	Very coolto roam around	"Cappadocia-- Located in central Turkey is known for its distinctive "" fairy chimneys,"" tall, cone-shaped rock formations clustered in Göreme  and near by valleys. This by far has been one of my favorite places to visit, with a moon like landscape, underground cities, cave churches daiting back to the Byzantine era and houses carved in the rocks! This region took my breath away..."	2020-02	5	2	1
117	117	Great 😍	My favorite part was the camel tour 🐫The Camel tour in such beautiful place is a must. If you want to visit the church make sure u arrive before 3 pm Love it and recommend it to anyone who will visit Cappadocia	2021-01	5	2	1
118	118	Amazing People	I really enjoyed my tour. My tour guide was very good, he guided me for this all trip. Over all it was great	2021-01	5	2	1
119	119	Beatifull place, amazing frescos	A master piece in Capadoccia. An amazing place to start the tour in Capadoccia, as it wil both introduce you to the geological formation and also to amazing early christianity art. I HIGHLY recommend hiring the guides, as they you show easy to miss details of the building/caves and give a broader historical context of the area.	2020-12	5	2	1
120	120	Disappointing	We expected amazing and interesting walk as the most hyped location of Goreme, but in fact the reality is:- very expensive entrance fee (70 TL)- small territory- very industrial (you can see that a lot of things were reconstructed in a bad way, fences everywhere etc)Highly recommending to visit another open air museum - Zelve. It’s way bigger, and more interesting to walk and discover.	2020-12	3	2	1
121	121	Amazing place to visit	Amazing place to visit.  We opted to hire a guide to spend an hour showing us around, and then ended up hiring the same guide to take us to many of the other sites - in that we only had one day in the area and wanted to see as much as possible.  The history of this place is fascinating, and while some vandalism over the years is unfortunate, efforts have been made over the last couple decades to preserve and restore that which remains.	2020-12	5	2	1
122	122	Heritage church	It was ok .But not that much to see as many doors closed. And some area under renovation. Entry fees 75 TL. Plus 25 for audio guide.Extra 25 for dark church.	2020-12	3	2	0
123	123	Good tour	Great place to visit, but unfortunately the museum charges the visit to the main monument aside and is not possible to take photos inside. Regrettable this type of action to raise more money.	2020-12	3	2	1
124	124	MUCH MORE BEAUTIFUL IN PERSON!	I feel like. pictures and videos don't do justice to this place at all!( Cappadocia in general). This is an awesome attraction for museum lovers and for people who don't like museums. It's a must do while in Cappadocia, in my opinion.	2020-11	5	2	1
125	125	Spend the extra for Dark Church	This collection of chapels is remarkable, but the jewel in the crown is most definitely the Dark Church: most complete and by far most detailed paintings in the area. A neat experience.	2020-11	4	2	1
126	126	Best place	This the best place in Turkey. Our tour guide told history about this to us. It is really great place and nice views	2020-11	5	2	1
127	127	Great Architecture	Had some amazing views and architecture if you are into religious history it is great and would be a must however it didn't particularly interest me personally. Price has increased for tickets as there was a sticker covering previous price. Current price is 75 lira per person. Also an extra fee was included if you wanted to see another part of it. Some of the ceiling and wall art in the churches had been written on unfortunately.	2020-11	3	2	1
128	128	history of  fairy chimneys	Goreme National Park, Cappadocia...natural wonder caves and fairy chimneys formed by lava gushing from volcanic mountains(hasandağı,erciyes,Göllüdağ-Melendiz) on top of tuff layers formed on the soil surface by adding new lava layers and rivers (kızılırmak,melendiz) and lakes and wind erosion in the region.The word cappadocia was first encountered in the inscription written on the rocks of the Behistan Mountain, which is located between the cities of Kermanshah and Hammam in 6th century BC.it is written here in the form of katpatuka.Hittites, Tabal kingdom, the late Hittite kingdom, Medes, Persians, Alexander the Great, Romans, Byzantines, Seljuks....Some sources say that in Persian it means the land of beautiful horses.It is known that horses raised in this region in ancient times were very famous and some emperors who conquered the region demanded horses as taxes.We know that this place was ruled by 2 governors (satraps) during the Persian period.(Taurus and Pontus Cappadocia)The oldest written historical source belonging to the Cappadocia region is mentioned in the work of the Amasya historian Strabo called geographika.Göreme Open Air Museum is a rock settlement area located 2 km east of Göreme town.Göreme open air museum, which is the most popular tourist attraction in the Cappadocia region, Many rock settlements, churches, monasteries, dining halls, chimneys and more ...Tokalı Kilise,Rahipler ve Rahibeler Manastırı,St. Basil Şapeli,Elmalı Kilise,Çavuşin Kilisesi,Yılanlı Kilise,Karanlık Kilise,Azize Catherine Şapeli,Çarıklı Kilise and numerous settlements can be seen in the open air museum.	2020-10	5	2	1
129	129	OK but expensive tickets even fit children	Just so so place .... You can see similar caves just outside in the next valley for free .... 75 Turkish Kira entrance fee for kids over 8 and adults	2020-11	3	2	0
130	130	Open Air Museum Stepping back in History	A must see when you go to Kapadokya and visit Goereme. Wonderful museum with all the cave churches and the wonderful landscape. You get more than a history lesson, it will be an experience for your life time.	2020-10	5	2	1
131	131	Disappointed with the visit	We visited Zelve Open Air Museum the day before, which is why the Goreme Open Air Museum was very disappointing for us. By comparison, GoremeOAM was 3x more expensive than Zelve, most of the sites inside Goreme OAM was closed, too many people were around, the sites that they allow taking pictures in were the boring ones. The ones with paintings were prohibited from pictures being taken. Also, there was one site where you have to pay extra to get in.Basically, we were only there for only about 30 minutes and had managed to get around and see everything, except for the prohibited areas and paid sites. Compared to Zelve that took almost 2 hours to explore, GoremeOAM was not worth it. (Plus the ticket fee was too much for a 30-minute small-round tour).The only thing GoremeOAM has that was better than Zelve was the colourful religious drawings.	2020-10	1	2	0
132	132	Day Tour	Going into this tour, I didn’t know much about the people that resided in this region. Afterwards I learn so many different facts that I never wouldn’t known or thought of. Christians monks/nuns living in the rock formations calling it their homes for centuries. A must do if you are visiting the region.	2020-11	5	2	1
133	133	Beautiful place	Great views and friendly people! Be ready for a hike! There is a small fee to enter but it is worth it	2020-11	5	2	1
134	134	Get there as soon as it opens	Please go early (8:30) if you can. Get there before the big group tours. The cave churches are confined spaces so if you don't get there early, you'll be queing being the big group tours. No pictures or guides allowed in the frescoed churches so take a picture of the sign outside so you know what each fresco is talking about. I definitely think seeing the frescos are worth it. There is another church inside that has a separate entrance fee that also has a bunch of frescos that is worth seeing.	2020-11	5	2	0
135	135	Never knew about the ancient churches	Nice big area for sightseeing.  Interesting history with all of the cave churches and frescoes.   A little annoying that they make you pay extra to go into the dark church and don't let you take photos (even without flash).	2020-10	5	2	1
136	136	Mesmerizing !	One of the first historical sites you should visit in Cappadocia, showing several of many Christian carved in churches. You may book a tour separately or directly walk/take taxi to Göreme Open Air Museum. Your tour guide may explain each location separately or you can purchase audio explanation.	2020-10	5	2	1
137	137	Amazing early church community history	Enjoyed the self-paced tour.  Incredible history of early Christian communities in this area. Make sure you include the “dark church” cave as well. The paintings are incredible and remarkably preserved.	2020-10	5	2	1
138	138	Beautiful	We walked from Goreme  and it took is around an hour to get there (we didn't rush). The ancient chruches and the paintings were beautiful. We didn't go to the Dark Church.	2020-09	4	2	0
139	139	Overrated - Lots of people - Go hike the Red/Rose Valley instead :)	You can get the same views, go inside the churches, and see the frescos within the Rose/Red Valley hikes for free, without all the people and queues, and be able to take pictures.	2020-10	3	2	0
140	140	Not worth the ticket price	So fees were 65TL.  As reference, the Topkapı Palace entry fee is 75TL, and there’s so much more to see in Topkapı than this place.  If you just go hiking in the Rose valley, you’d be able to see more impress churches for free.	2020-10	2	2	0
141	141	Oh what a world	Fascinating to see what has been, and what is lost to erosion. Sad to see life has gone, and sadder to see monuments desecrated, but despite all it’s the highlight of Cappadocia.	2020-10	5	2	0
142	142	Beautiful caves and rock formations	Surprising interesting visit. The caves chiseled into the rock faces make you wonder about the tenacity and ingenuity of the human kind. A must visit in Cappadocia.	2020-10	4	2	1
143	143	Many small rock churches	A large open air museum in which there are paved walkways between many rock churches. Some not open, some with little in them, others with very good imagery and carved rooms and sleeping quarters.  The additional 25tl for the Dark Church indicates this is the best for ceiling paintings.  Included on a Cappadocia card for three days which is well worth it if visiting without tour groups.	2020-09	5	2	1
144	144	Something quite different	Interesting cave dwellings and churches dug in the rocks. Very expensive entrance, and you have to pay extra to get into the church which has slightly preserved wall paintings. Quite a struggle to walk around on a hot day	2020-10	4	2	0
145	145	Worth a visit	Easy access with adequate parkingPlenty of good sights and caves to enterCafe for refreshments and shops for giftsGood value and opportunity to get up close to the remarkable rock features	2020-09	4	2	1
146	146	Awesome place	We had such a fun and exciting time visiting Goreme Open-Air Museum. As archaeologist myself, it was so amazing to see things that you read about!	2020-10	5	2	1
147	147	Fantastic place	This is an amazing site. The entrance fee is hefty but it kinda slips from memory as one wanders through the site. Most of it is well-preserved and has attendants making sure everything remains intact. Some areas could do with a bit more attention to maintain the site for future generations	2020-09	5	2	1
148	148	Interesting place	We hired a scooter for the day to get around Göreme and beyond for the day but it’s just about a 20 minutes walk on foot and easy to get to. There is a haunting atmospheric beauty here, which is dominated by the churches and homes that served as a refuge for early Christians escaping Roman and Persian persecution. The museum is well maintained and most parts are accessible. It is certainly worth a visit as it’s not far from the town. We hired an audio guide for 25TL but we soon realised that we didn’t really need it because there are information boards at the entrances of the caves in English and Turkish which has the same details as given by the audio guide. The dark church has a separate entrance fee. It looks beautiful from the photos display outside. We chose not to visit so we can’t comment on it. There is a good souvenir shop and refreshment place near the entrance which was a welcome respite for us, as it was a very hot on the day of our visit. Not sure if they serve good as well but they have delicious ice creams and a selection of cold drinks. Keep your entrance ticket it gives you access to another cave church a bit further down the road.	2020-09	4	2	1
149	149	Great fun experience	Went here during the Red Tour, which we had with an English speaking guide. Great experience walking around the caves and churches. The Dark church up the hill is extra to get it in to but I recommend the entrance as it was worth checking out even without the ability to take photos inside. The paintings were very well preserved and you can definitely see the set as it was supposed to be seen unlikeManu other churches were painting were crosses out or damaged.	2020-09	5	2	1
150	150	Nice Place but Not Worth the Fee	Historic place of past religious christian in the third century. They caved the rocked for worship and turn these holes to helly churches. You can find painting of churches on the walls.	2020-09	4	2	0
151	151	Such an interesting place	This place is well worth a visit and you can see numerous churches built into the hillside where the early Christian byzantine community lived under persecution. We visited early in the morning so it was not too busy. There is not much interpretation around the site and this could be improved a lot. There were guides you could take to help explain the site. It is a shame that there isn’t a small interpretive visitor centre when you arrive to give the overview of the community that lived there. The churches are really wonderful with the vibrant painted ceilings. You are not allowed to take pictures in the churches.	2020-09	3	2	1
152	152	Better with a guide!	Great place to visit but with a guide so what you’re seeing makes sense! Bring water and hat as it can get hot on the rocks.	2020-09	5	2	1
153	153	Beautiful, interesting	It's interesting to see what humans were able to do in stone. 75 tl to visit the place. 25 tl more for the dark church. You can also get an audio guide or guided tour for something like 20 tl. Absolutely amazing! 2 hours should be enough to visit it, read a bit about each church and take some pretty pictures. You're not allowed to take photos inside of the caves, fyi.	2020-09	5	2	1
154	154	Unique	Cappadocia is a fantasyland. The town of Göreme is quaint and beautiful. The caves are all open to explore. Spend at least 3 days to truly enjoy this place. Reasonable prices for attractions and food	2020-08	4	2	1
155	155	Christan Monastery	Very nice place to visit if you are Christian. You have to see nine Monastery in caves of Cappadocia.	2020-09	5	2	1
156	156	Too bad the won't allow you to take pictures	This is a sort of oper air museum of churches, this is all you can see here, and you are not allowed to take pictures of the wall paintings inside the churches. The price is extremely high compared to the offer. After you paid 75TL entry fee, you have to pay another 25TL if you want to visit the dark church, a better preserved one of the many inside of the museum. Most of the paintings of the saints have the eyes scraped/scratched from the wall. Not a nice view.	2020-08	2	2	0
157	157	Beautiful small place with unusual landscape	Very nice and cozy place, with unusual rocks and caves landscape. A lot of points of touristic interests. 2 hours is optimal time to stay to cover all in comfortable tempo.	2020-09	4	2	1
158	158	Historically fascinating	My partner and I visited the open air museum on our first day and found the local history to be amazing. We paid the standard entry fee but we thought it was enough for us to see and do. You could pay more to see more churches that were of better quality and archaeological brilliance.	2020-08	5	2	1
159	159	Unreal caves	75 lira to get in to the open museum which consists of lots carved out caves and awesome rock formations. Worth a visit if you’re in the area!	2020-08	5	2	1
160	160	Worth a visit if you like historical churches	Location opens around 10 (as far as we could find) and is open till 7 pm.  Easy parking lot with about a 75 meter walk.  Large concentration of christian churches carved into the rock formations.  Very cool to see how they did this and the beautiful art.  NOTE: many of the fresco's' faces have been distroyed, especially those of Christ.  They do not let you take pictures in the rooms with the christian depictions but is still pretty amazing to see so many churches in such a close proximity.  I went alone and took only 1 hour.  MUST go into the black church.  It is the best preserved, you can see the procession of Christ's live and get a fell for how beautiful it really was.  Its an extra 25 lira but well worth it.  The church (which is free with paid admission) to the north of the entrance is also very nice and should not be missed.  Upstairs is large with great pictures and mostly intact.  Downstairs is unique with the pillars.  Sit in the stone chair and the far end and if you can sing a low note, you will hear how well the acoustics are and how it vibrates through the whole place.  Glad I went.  Admission is 75 lira for the general part and church across streat, 25 lira for black church.  Went at 4:30 and then went just up the hill to watch sunset.  Worked out well.  Was a little hot but inside each church and room, very cool.	2020-08	4	2	0
161	161	Sooooo cool	Loved the landscape, don’t miss it. We bought the museum card and then visited a few more places on it the next 3 days. Walk at your own pace and explore. Def recommend sneakers and work out/easy type of clothing as some inclines etc	2020-08	5	2	1
162	162	Amazing historical museum	This place is wonderful. A great place to walk around. It is enough to keep children entertained going in and out of the cave rooms. Only let down is the rip off shop on site. Over priced drinks and ice creams preying on those on tours.	2020-08	5	2	1
163	163	Must see	It is a must-see place. A little difficult in hot weather, but worth it. Wear something comfortable instead of a skirt. It is more comfortable if there are shoes.	2020-08	5	2	0
164	164	Unique Landscape	The open air museum is an excellent place to visit to experience how life in the area must have been thousands of years ago. Highly recommended visit.	2020-08	5	2	1
165	165	Oh we missed out!	The museum was open, but most enclosed chapels and spaces were closed due to covid.  What a site! Having come from Tibet where there are still large operational monasteries and nunneries, I could just imagine this place also in action with monks and nuns of a different kind.  I found myself listening to Hildegard of Bingen as I wondered through and had a very special time.	2020-07	5	2	1
166	166	Amazing caves, unique experience!	An ancient civilization that lived inside the caves, we have been taken around by a Turkish tourist adviser who speak English, very friendly guy who explained to us the history of the place. It is a must visit f you are already in the region.	2019-07	5	2	0
167	167	Experiencing Winter During Spring in Cappadocia	It was snowing during our visit since there was weather anomaly in Cappadocia. The view was quite amazing as if it was from one of the locations on Game of Thrones. The stairs leading to the chapels inside the caves were pretty narrow with no handrail in several spots along the stairs. There was only one way to enter and to exit making it quite crowded at times. As it was snowing during our time there, the stairs become slippery too. You surely need to wear suitable shoes for walking as you need to go through quite a few flight of stairs to visit the ancient chapels inside the cave.Also be mindfull of the narrow stairs if you are travelling with young children and/or elderly people.Please noted that it is forbidden to take pictures inside the cave due to risk of the camera flash damaging the centuries old paintings on chapel's wall. Kindly only take pictures when you are outside of the caves.There were several cafes and souvenir shop inside the open air museum. The prices on those establishments was quite the standard of tourist attraction.	2019-05	4	2	1
168	168	Very interesting place	Better to visit during lunch time as it will be less crowded. It is a must visit place near Goreme and close by.	2020-03	5	2	1
169	169	Worth a visit	Although you would see similar formations all through Goreme town, it is worth visiting this museum. Entering some of the churches and kitchens, etc is fascinating. Reading some history before going would add value	2020-03	4	2	1
170	170	Highly recommended	Highly recommend visiting this museum. Spectacular dwellings with tombs and chapels. Highly recommend buying a ticket for the dark church. Please be aware: it is forbidden to take photos of the insides of the chapels.	2020-02	5	2	1
171	171	Overpriced Musuem with Some Interesting Cave Homes	We visited on a relatively quiet weekday. The admission price is absolutely absurd for how small the museum was. It was an interesting visit but nothing special. I would have preferred to just venture off the beaten path and explore the caves that line the area without the tourist factor and self explore. Would not really recommend unless you already have a museum pass or are really interested into more tourist hotspots rather then going on your own adventure.	2020-03	3	2	1
172	172	stunning natural rock/cave formations	"The Goreme Open-Air Museum is an amazing outdoor park to tour. The many caves are awesome to explore. The ""churches"" inside some of these caves are beautiful to see."	2019-11	5	2	1
173	173	Interesting	Interesting cave system where early Christians used to live in hiding due to the forbidden religion before the Roman empire adopted it as its own.	2020-03	5	2	0
174	174	Best place to visit	The cost to enter was about 75 Turkish lira but it was worth it. The pictures came out amazing and the museum has great history. But the views were awesome.	2020-03	5	2	1
175	175	You must not miss this !	This is absolutely beautiful and well worth the visit. It is also worth going on a guided tour or getting the audio guide for 25 TL. Also leave about 2-3 hours to visit as you will get tired because it is very steep and there are many stairs. Leave enough time to rest and see the whole place	2020-03	5	2	0
176	176	Interesting churches	Interesting churches built into the caves with original paintings. However, the audio guide wasn't working for us so we didn't know what the various holes in the wall were used for. The ground is very slippery in winter so be prepared to fall. It's a great place to learn about early Christianity.	2020-02	4	2	1
177	177	Amazing place!	This was part of a tour organised for us by our agent in Istanbul (Efendi Travel).  The local guide picked up my wife and myself from the hotel, and took us around local sights in a mini-bus (there were about ten people in the minibus, picked up from various hotels in Goreme).   Highlight of the day, undoubtedly, was the Goreme Open-Air Museum.  Truly amazing!  If you have not organised a tour which includes this museum, get it done through your hotel front desk.  I would NOT advise anyone who does not know Turkish to just wander around on your own.  It may be a bit cheaper, but you would waste a lot of time.  In any case, you would not know what you were looking at.  The local guides can explain the history and background of the various churches, monasteries and convents hewn into the rock.  This place is a delight for both history buffs and photo buffs.  We were lucky, we went on a bright sunny day.  I don't how dangerous it would be on a wet day, you would get badly hurt if you slip and fall.  Talking of slipping: wear GOOD walking shoes, real sturdy ones, which grip your heel, and which would prevent you from losing your footing.  There is a bit of climbing.  NOT a place for someone in a wheelchair.  Also, NOT a good place for someone with a stroller.  Keep a sharp eye on little kids with you: they could easily get lost in the crowds, or they could fall.  Good toilet facilities near the entrance.  The place is HUGE, it would be simply impossible to see it fully, unless you spend several hours here.  Most tour operators (like ours) allow just about two hours.  Just enough time to see the highlights.	2019-04	5	2	0
178	178	Open Air Meusum	It is an assortment of ancient churches and religious communities in a single spot. The spot is enormous and bunches of steps to climb. Do put on agreeable wear.	2020-02	5	2	1
179	179	Breath Taking	Breath Taking views.  This place takes back in time.   When people were living in simpler times.  When a small cave carved in mountains would be considered home.	2020-02	5	2	0
180	180	Remarkable views and churches	Very nice glimpse of how life was like in the caves but the ticket entrance fee is quite steep with a standalone ticket for the attractions inside	2020-02	5	2	1
181	181	Extraordinary sights	Visited this extraordinary open air museum on our visit. There were many fascinating stone developments. There were various houses of worship incorporated with the stones that were so intriguing to see. Certainly worth a visit	2020-02	5	2	1
182	182	Great experience	It is special place with a great view on a beautiful landscape. The caves are fascinating but it is sad that you need to pay extra for a black church.	2020-02	4	2	1
183	183	Beautiful	The open air museum at Göreme is interesting. The cavern chapels and living quarters are simply stunning. Unquestionably an absolute necessity in the event that you go to Turkey.	2020-02	5	2	1
184	184	Totally Magnificent	One of a must if you travel to Cappadocia. 1. Series of tower shaped buildings which was constructed during the Byzantine era. 2. Magnificent from the outside and inside. 3. Some of the drawings and paintings are damaged and not well preserved. 4. If you are aiming for well preserved drawings, go for dark museum definitely. Although you need to pay extra, I consider it as the main best highlight of the museum.	2020-01	5	2	1
185	185	The most gorgeous and intriguing collection of rock settlements and internal churches in Cappadocia	One of the few places where you can get a first hand experience of what the settlements looked like from the inside, and how they would have lived their life. Some of the chapels within with the original frescos are delightful to watch. The sheer fact that the dyes they used then are surviving since the 11th century is laudable. If the sunlights right, the play of light and shadows that’s created on the rocks is a delight to view. Truly a magnificent experience to be able to walk through time.	2020-01	5	2	1
186	186	Impressive sight, take care in the snow	We decided to stop in here on the way back from Avanos to Goreme. Desipite heavy snowfall overnight, we enjioyed exploring this place. The outdoor caves and rock formations were an impressive sight. Take care in snowy/icy conditions, as the pathways were very slippery in some sections. Good shoes/hiking boots are recommended. Entry is included on the museum pass. Buses are available from Avanos and Goreme for 5TL, expect to pay 30TL for a taxi to/from Goreme.	2020-02	5	2	1
187	187	Must Visit	We went to Goreme open air museum as a part of the Private Highlights of Cappadocia where we could see the beautiful picturesque views of the valley and the churches formed inside the caves.	2020-01	4	2	1
188	188	Crammed Full of Tourists	I love the history of the place and highly recommend taking a walk to the museum instead of public transport. The only problem with most sites in Turkey is that it's crammed full of tourists. It's very hard to imagine the tranquility that those who carved out these caves must've experienced when everyone is trying to get their instagram shots, boomerangs and videos for their amateur youtube vlogs.You need to be strategic about how you walk through this museum. Everyone is taking photos and videos and everyone wants to be everywhere. My advice is to take it slow. Rest often and just take it all in.1 thing that you'll also find is that the better preserved sites are an additional fee. Save your money and go to the museum lower down the road with the same ticket instead. It's way better preserved that anything in the open air museum but, once again, also very full.	2019-08	3	2	1
189	189	must do!	The entire Goreme area is spectacular.  I would never seen anything like this in my home country.  highly recommend	2020-01	5	2	1
190	190	Historic wonder	Very interesting visit, amazing to see structures so old surviving to tell a story. The open air museum is a concentration of churches that is certainly worth going in Goreme.	2020-01	4	2	1
191	191	Remarkable, preserved history of early persecuted Christians	This is one of the places well worth spending a few hours at after one has seen the Fairy Chimneys and Love Valley etc.  The amazingly preserved wall pictures and rooms carved into the living rock are impressive.  One marvels at the work it must have taken to dig all the tunnels and passages as well as create the art.Steep walking required. So, mobility impaired beware.	2019-07	5	2	1
192	192	Complex of 11th-13th century churches carved into the rock	"Museu a Ceu Aberto de Goreme (Göreme Open Ar Museum) is 1.5km southeast of the village center.  This large site contains dozens of rock-cut religious buildings: churches (dating to the 11th-13th centuries), chapels, monasteries, nunneries, and other buildings, it was listed as a UNESCO World Heritage in 1984.  The churches contain beautiful frescoes (wall paintings) whose colors are still visible.  There are eleven refectories (dining halls, each associated with a church) with tables and benches carved from the rock.  There are many churches and chapels in the museum but the most important ones are: -- Nunnery: A 6-7 story rock outcrop with a carved-out dining hall, kitchen and other rooms on the first floor, a ruined chapel on the second level, and the church on the third.-- St. Barbara Church (second half of the 11th century):  Cruciform plan, with two columns, barrel vaults and domes, red frescoes portray geometrical patterns, mythological animals and military symbols. -- Apple (Elmali) Church (11th and 12th centuries): Groin-vaulted with cross-in-square plan, having four columns and a central dome.  Colored frescoes depict scenes from the Bible and the life of Christ, the Hospitality of Abraham and Three Hebrew Youths.  Named for an apple orchard which used to be in front of the church.-- Snake (Yilanli) Church (11th century) : Two chambers, linear plan with a barrel vault.  Frescoes depict Christ holding a bible, Emperor Constantine and Helena, St. George killing a snake, St. Theodore,  Onophrios,  Apostle Thomas, and Church-founder St. Basileios holding a book in one hand and sanctifying with the other.-- Dark Church (Karanlik Kilise, 12th century, extra fee of 8TL to visit): Barrel-vaulted narthex, cross plan, three graves. Frescoes depict Deesis, Annunciation, Journey to Bethlehem, Nativity, Baptism, Raising of Lazarus, Transfiguration, Entry into Jerusalem, Last Supper, Betrayal of Judas, the Crucifixion and Anastasis.-- Carikli (Sandals) Church (end of the 12th and the beginning of the 13th centuries): Two columned church, cross vaulted, three apses and four domes. Christ  Pantocrator on the center dome.  Frescoes depict the life of Jesus, Hospitality of Abraham, and images of the saints and the donors of the church.  The footprints under the Ascension scene give the church its name, which means ""with sandal"".  -- Buckle (Tokali) Church (50m from main site, but ticket is good): Four chambers, rectangular plan.  New and old church, decorations from various periods: Infancy (childhood of Christ), Ministry and Passion cycles, and several episodes from the life of St. Basileios.Photography is not permitted within the churches, and light is dim.  There is usually a single entrance to each small church, so there can be a wait until the previous group of visitors empties out.  In summer, the site can be crowed (dozens of tour buses)  and hot, so an early-morning or late-afternoon visit is recommended, along with sturdy footwear, a hat and water.  The museum is open from 8am-7.15pm daily with an entry fee of ₺54"	2019-05	5	2	0
193	193	Very unique historical artistic experience	The open air museum is strongly recommended in the area- it’s combined architecture, arts and nature and history . The ancient painting inside gives a very quiet and simple sense of beauty. Recommend - spend 2 hours to clearly go with the audio guide and more reference material and go through all the caves to enjoy the time machine :)	2019-12	5	2	1
194	194	It is amazing	I went with My husband today. I was a bit cold but totally worth it. We visited with no guide, just read the signs. We recommend you pay the extra 18 liras and enter the dark church the paintings are just amazing and well preserved. The general view is surreal.	2020-01	5	2	1
195	195	Must do in Cappadocia	The Goreme Open Air Museum is a must do in Cappadocia! Do not miss it because it has beautiful panoramas of the fairy chimneys, and gives a glimpse into the lives of the monks there. It requires atleast two hours of walking so be prepared for this. We did this by ourselves and not as part of any tour, but we enjoyed ourselves thoroughly. Definitely recommend it!	2019-09	5	2	1
196	196	Amazing place	The history is so fantastic and it is worth to know. You can spend around 2 hours to know the caves, church and wonderful meeting sight.	2019-11	5	2	1
197	197	Amazing place with churches inside caves	This place is one of the main attractions of Gerome. There are a number of churches inside caves. The caves contain large number ancient paintings. It is believed that monks and nuns used to practise Christianity here hidden from the ouside world	2019-09	4	2	1
198	198	Amazing place	You can easily spend up to two hours here. Everything is so amazing and pretty with so much history. Audio guide is TRY25. You also need to pay extra if you want to go to the dark church (only if you are very interested in the paining on the wall)	2019-11	5	2	0
199	199	I was expecting more	It was just Ok. Many people told us it was an amazing impressive museum, not to be missed. It was a repetition of old caverns paintings with not so much meaning, except for one or two.At least that was my experience doing it on my own, maybe an organized tour would look different.	2019-06	3	2	0
200	200	Don’t miss it	I am a traveler who never thought of going to capadoccia, it just happened and I’m so happy about it. What an amazing place to see a great place full of history. I really had an amazing tune in there	2019-10	5	2	1
201	201	Interesting but expensive for what you get	The Goreme Open Air Museum is a testament to the spirit and dedication of a culture committed to literally carving a place to live and practice its religious beliefs out of the rocks & hills.  Centuries of incredibly hard work are on display dating as far back as the 10th century.  Unfortunately, a ticket to get in costs about US$10 (52 TL) and what is left to see and what you have access to is limited.  The site is 1.5 km from Goreme center and can be easily walked.	2019-10	3	2	0
202	202	Amazing to see	Spent a few hours at Goreme Open Air Museum and it was amazing! It was quite full when we were there and we had to queue to see inside some of the churches but it is unbelievable. Worth a trip!	2019-09	4	2	1
203	203	What an incredible exhibition	The open air museum at Göreme is unique.  The cave churches and living quarters are just amazing. Definitely a must if you go to Turkey.	2019-10	5	2	1
204	204	If you haven’t done Petra, it is a nice visit	We were lucky to go when it was pretty much empty so we got to enjoy the museum without any crowd and noise. We didn’t have a guide so the visit was rather us walking around and reading the available information along the way. You can do the overall in about 1h. I did find that the routes were not well indicated so sometimes you ended up taking a path with a dead end. I think if you have never seen something like it, it is a nice experience. If you have however been to Petra, it is quite disappointing.	2019-10	4	2	1
