	title	text	travel_date	rating	location
122	Güzel	Buraya gelmişken mutlaka gidilmesi gereken biryerlerden biri heyecan verici güzellikler var mutlaka tavsiye ederim	2020-01	5	2
123	Göreme Açık Hava Müzesi	Kesinlikle görülmeye değer. Birçok kilise var yalnız kiliseler çok bakımsız maalesef. Karanlık kilise en bozulmamış olanı. Ancak oraya girerken 18 tl daha istiyorlar. Manzara, ortam harika. Tam bir doğa harikası.	2019-11	5	2
124	Göreme'nin En Güzel ve Bakımlı Müzesi	Göremenin en güzel ve bakımlı müzesi. Ama bence daha da iyi olabilir ve geliştirilebilir. Müzenin içerisindeki tarihi eserlerdeki insanlarımızın tahribatını görünce çok üzüldük. Keşke tarihi eserlere adlarımızı sevgilerimizi yazmamayı öğrenebilsek... eğer müzekartınız yoksa giriş kişi başı 54 tl. fakat sonuna kadar değiyor.	2019-10	4	2
125	Superr	Görülmesi gezilmesi gereken biryer. Sıcak havada biraz zor ancak değer. Etek yerine rahat birşey giyin. Ayakkabı olursa daha rahat edilir...	2019-09	5	2
126	Göreme'nin Tarihi ve Doğal Hazinesi	Gerçekten görülmesi gereken bir miras, insan kendisini resmen başka bir diyarda hissediyor. Geziye zaman ayırın, doğayı, tarihi, mağraları ve kiliseleri keşfedin, müzenin kahvesinde de bir Türk kahvesi içmeyi de unutmayın.	2019-08	5	2
127	Ören yeri	Bence heryer açık olduğu için ücret vermeye hiç gerek Yok boşu boşuna ücretsiz ayni yerleri de alanda gezebilirsiniz bizim müze kartımız vardı ondan girdik ben para veripte girmem	2019-08	3	2
128	Kiliseler var	Gezerken sanki Dünyanın oluşumunun buradan başladığını zannediyorsunuz ve bir sürü kilise mevcut kesinlikle gidin	2019-08	5	2
129	Açık Hava Müzesi	Kapadokya programında görülmesi ve gezilmesi gereken yerler arasında ilk sıralardaki en etkileyici yerlerden biri. Giriş ücretli, kiliselere girmek için sıra bekliyorsunuz.	2019-06	5	2
130	En çok Fotoraf Çekeceğiniz Yer	Toplu olarak en çok yerin olduğu bir yer burası. Aziz Basil Şapeli, Santa Barbara Kilisesi, Yılanlı Kilise, Karanlık Kilise, Azize Catherine Şapeli, Çarıklı Kilise. Panoramik manzaralar harika. Tavsiyem öğlen sıcaklarında gitmeyin, rampa yukarı ve aşağıya iniş çok, Mekanlara giderken merdiven basamakları fazla. Buraya gitmeden önce yemeğinizi yiyin, suyunuzu yanınıza alın çünkü içerisi anlamsız pahalı. Giriş ücretli, sadece bilet almayın müze kart alın 1 yıl boyunca tüm türkiyedeki müzelere ücretsiz girin. 17 yaşına kadar çocuklar ve 65 yaş üstü ücret alınmıyor.	2019-06	5	2
131	Bayramda rezillik	Bayramda hanım ve çocuklarla buraya uğradık. Keşke uğramasaydık. Rezillik diz boyu. 35 C sıcak altında giriş için 1 saat bekledim. Müzeyi saat 1 de açmışlar dolayısıyla yığılma oldu. Müze kartı çıkartmak için 1 saat bekledim güneşin altında, allah razı olsun yetkililerden hamamda bile bu kadar terlememiştim. Bütün kiri pisliği attım vücuttan. Sağa dönüyorum Çinli , oğlana gel işareti yapıyorum elim çinliye çarpıyor, heryeri sarmışlar maşallah. Esnafa hiçbir faydaları yok. Belli oteller ve müzeler aracılığıyla devlete hizmet ediyorlar. Neyse onca meşakkatten sonra içeri giriyorum, ama bu seferde sıcak ve kalabalık ilerlememi zorlaştırıyor. Küfür ederek ilerliyorum, çinlileri ittiriyorum. Mağaraların içlerine yapılmış bir tarih görüyorum. Kliseleri, mezarlıkları, yaşam alanları hepsini görüyoruz mağara içlerinde. Sıcak havada buz gibi içerisi ve kendimize azda olsa geliyoruz. Yukarılarda merdivenle çıkılan yaşam alanlarını gezmeye gücüm yetmiyor ve kendimizi dışarı atıyoruz. Müze kartsız giriş kişi başı 45 tl. Müze kart çıkarmak 70 tl. Dolayısıyla kart çıkarmak mantıklı oluyor. Çocuklardan para alınmıyor. Hemen çıkışda müze cafe var, herşey ateş pahası 1 magnum dondurma 20 tl, su 6 tl. Oysa 5 mt aşağıda su 1,5 tl. O yüzden burayı pas geçin aşağıdaki cafe ve marketlerden birşeyler alın. Müzenin hemen aşağısında otopark var ücreti 10 tl. Aracı park edip 100 mt yokuş çıkıyorsun. Bayramda gitmeyin tavsiye etmiyorum, ama normal zamanlarda gidip görülmesi gereken bir yer....	2019-06	3	2
132	Güzel	uzun süren bir gezinti oluyor, müze kart çıkarmanız sizi tüm gezi boyunca rahat etmenizi sağlayacak, ziyaret ettiğiniz yerlerden çıkarılabilir ancak sıra beklemek istemiyorsanız hazırlıklı gidin birçok yerde müze kart gerekiyor. görsellik etkileyici ne tarafa baksanız güzellik, birbirinin benzeri olmayan ancak sizi etkileyen çok sıra bekleyip 3 dakika ile sınırlı gezme alanlar fazlaca var. Görevlilerin biraz daha nezaketli olması gerekir. kesinlikle görmeden geçmeyin, hayranlıkla dönüyorsunuz bir kısmında tadilat vardı. Bir kesimi çok korunamamış.	2019-05	4	2
133	Korumak Lazım.	Müze olarak geçmesine rağmen tarihi öğelerin korunmasında özen yok.. İnanılacak gibi değil ama Klise duvarlarında bulunan eserlere, çok lazımmış gibiherkes isimlerini kazımış..	2019-05	3	2
134	Etkileyici	Çok etkileyici ve görülmesi gereken bir yer ama daha iyi bir şekilde işletilemez mi diye düşündürüyor. Yönlendirmeler olsun tanıtımlar olsun yetersiz. Sıraya girip girmek için beklediğiniz yer ile ilgili daha tanıtıcı bir ön hazırlık yapılabilir tarihi dokuya zarar vermeden uygun bir ışıklandırma kurulabilirdi. Tarihi dokuya zarar verme noktasında arkadaşımın gördüğü bir detay oldukça düşündürücü, tarihi taş merdivenlerin üzerini beton taş ile kaplanmıştı. Yine de mutlaka gidin görün	2019-04	4	2
135	Kapadokya bin en güzel yeri	17 Nisan 2019 günü Kapadokya gezimizde göremeyi gezdik buranın enguzel yeri giriş paralı ve pahalı biz müze kart ve 65 yaş  ücretsiz girdik manastir dan başladık gezmeye kiliseler ve şapeller  mezarlık ve yemekhane de var çok kalabalık kiliselere görmemişim sıra bekledik Caferi çok pahalı kahve 20₺ müze kartın varsa 10 tl çok pahalı yabancılara ayip	2019-04	5	2
136	Mutlaka	Eğer Kapadokya bölgesine geldiyseniz mutlaka tercih etmenizi öneririm. İç süslemelerde biraz bozulmalar var ama iyice korunmuş bir yer ayrıca açıkhava müzesine girebilirsiniz ek ücret ödeyerek 10 tl gibi..	2018-07	4	2
137	Kapadokya göreme müzesi	Göreme acikhsva müzisine müze kartla girebilirsiniz.Tatil günleri çok kalabalik oluyor.Yeryüzü oluşumları en az 600 yillik günümüze kadar gelmis.Müzede hediyelik eşya satan mağaza var.	2019-04	5	2
138	Göreme Açık Hava Müzesi	Göremeye gelip ,bu dünya harikasi açikhava müzesini görmeden buradan ayrilmayin diyorum.Buraya öxel arabaniz ile,turizm firmalari ile ve günübirlik turlarla gelebilirsiniz.Girisler 45 tl.Müze kartiniz varsa giris ucretsizdir.Yabancı uyruklu turistler icin 15 gunluk biletler giselerde satilmaktadir.Araba park yerleri vardir.Hafta sonu ve tatillerde çok kalabalik oluyor.Rahat ayakkabi giyin.Peri bacalarinin icinde kiliseler var ve ziyarete acik .Resim çekmek yasak.Sahane olusumlar var.Yeryüzü sekillerini hgörmek lazim.Asagida bir kilise var.Oraya giriste müze kart ve muze bileti geciyor.Her ikiside yoksa girişler 15 tl.Grup indirmleri de olabiliyor.	2019-04	5	2
139	Dünyadaki nadir doğa harikası yerlerden biri.	En az senede bir kere gidiyorum. Kapadokya beni çok etkiliyor.  Çok masalsı bir yer. Kendinizi burada çok farklı hissediyorsunuz. Değişik taş oluşumları, insanların buralardan   yıllar önce yaşam alanları oluşturmaları.Beni oldukça etkiliyor.	2018-12	5	2
140	Boşuna	Dışardaki yerler daha güzel. Boşuna para verip müze diye gezmenize gerek yok. İnsanlar tıklım tıklım dolaşıyor zaten.	2019-03	4	2
141	Kapadokya gezisi	Mükemmel,mutlaka gidin,mutlaka görün.Zaman geçirin.Kapadokya’ya geldiğimizde yanınızda müzekart yoksa mutlaka edinin Uçhisar haricinde müzekart heryerde geçiyor.	2019-03	5	2
142	Fantaastik	Kapadokya bölgesinin en önemli noktalarından biri içerisinde bulunan tarihi doku oldukça iyi korunmuş ancak eksik olan noktası o kadar güzel freskleri bulunan bir noktanın anlatılmaması.Orada birşeyler yaşanmış ancak bizim gördüğümüz sadece resimler nasıl yapmışlar diye şaşırıyorsunuz o kadar oysaki ordaki her bir çizimin ayrı bir anlamı olmalı onları bilsek daha fazla hayran olunulur daha fazla insan çeker.(Dışarda bulunan birkaç sıkıcı yazı sadece ne oldugunu yazıyor,birde kulaklık var tabi o da sadece bak bu şu kişinin kurtuluşu diyor bir olay örgüsü yok zaten istemeden de verilmiyor kulaklık herkesin tam olarak haberi olmuyor bir de rehberler var tabi onlar da herhangi bir acentadan ücret ödeyerek alıyorsunuz bu hizmeti.)Ayrıca Giriş bilet yerindeki ismini bilmediğim bayanın ilgisi için çok ama çok teşekür ederiz eşime çok yardımcı oldu.	2019-03	4	2
143	Değmez	Çocuklu olarak kesinlikle gidilmez, giriş ücreti 15 tl. İçerik olarak bölgedeki aynı tarz taş kalıntılarından oluşmuş mağaralar, hristiyanların yaşadıkları bölümler ve vadiler bulunmakta, şahsen pek keyif almadım, ilgimi çekmedi, hemen giriş bölümündeki seyyarlara sakın aldanmayın, bölgenin en pahalı turistik eşyasını bunlar satıyor.	2019-03	3	2
144	Doğa harikası	İçinde kliseler çok küçük. Güzel bir yer ama küçük çocukla gitmeyin🤗girişler pahalı. En güzeli baştan bir müzekart edinmek😊	2019-03	4	2
145	Çok güzel fakat ilgisiz	Görebileceğiniz en fazla peribacasının olduğu yer fakat oldukça ilgisiz boş ve anlamsız derecede popüler değil ve bomboş. İçeri girişlerde müzekart çıkartabilirsiniz.	2019-02	3	2
146	Harika bir yer	Tek kelimeyle tarif etmek gerekirse, burasi bize kalan bir miras, doğa harikasi, herkesin mutlaka gormesi gereken bir yer. Ama rehbersiz gezmeyin ya da giriste kulaklik alin	2019-02	5	2
147	Degisik	Oncelikle muze karti alin derim.iki kisi giris icin 90 tl odedik.ama icerisi en azindan bir kere gorulmeye deger.fotograf makinenizi unutmayin birde rahat ayakkabilariniz olsun mutlaka	2019-02	4	2
148	Görülmeye değer	Göreme de bulunan bu müzeyi gezmek çok keyifli ve kültürel acıdan muhteşem. Kapadokyada Zelve ve Göreme de olmak üzere 2 adet müze var. Ikisini de gezmiş birisi olarak kesinlikle Goreme Açık hava müzesi diyebilirim. Baya vaktinizi alıyor gezmek oyuzden gezi planını doğru yapmalısınız	2019-02	5	2
149	Mükemmel bi ortam!!	Kapadokyaya gelen herkesin ilk olarak ziyaret etmesi gereken yer bence göreme açık hava müzesi , biz gittiğimiz vakit havadaki balonlarla ortam daha da mükemmel bir hale gelmişti , çok güzel fotoğraf kareleri yakalayabilirsiniz ...	2019-02	5	2
150	Mükembel.süper	Daha öncede cok gezdim güzel yerler kışı birbaşka yazı birbaşka göreme insan huzur buluyor .bir bardak cay iç sen insan rahatlıyor	2019-01	5	2
151	Görülmesi Gerek	Göreme Açıkhava Müzesi sosyal ve kültürel bir ortam. İçerisinde iki kilise ve dönemine ait mağaralar var. Giriş 45tl kişi başı ve oldukça büyük bir alan. Hakkını vererek gezerseniz günün yarısını alır. Mutlaka görülmeli.	2019-02	4	2
152	Müze	Çok güzel bir müze Kapadokya Göreme beldesinde bulunuyor gezilmesi ve görülmesi gereken yerlerden bir	2019-01	5	2
153	Mutlaka dünya gözüyle görülmeli	Biz çok beğendik , insan burada kendini bilim kurgu film platosunda gibi hissediyor .Kiliselerdeki Hz.İsa ve diğer dini figürlerin bazıları günümüze ulaşabilmiş ancak bir çoğunun gözleri özellikle silinmiş, kazınmış.Yukarıdaküçük bir otopark var ancak biz gittiğimizde doluydu aşağıdaki otopark büyük ve yeterli çokta yürümedik otoparktan müzeye.	2019-01	5	2
154	Kesinlikle Gidilmesi Gereken Yerlerden Biri	Bu bölgeye geldi iseniz, kesinlikle gidip görün. Daha dolu geçmesi için önceden okuyup yada rehber aracılığıyla gezmeniz önemli. Tavsiyem rehber ile gezmek. Öteki türlü geziniz sadece figürlere bakmaktan ibaret oluyor. Rehber bulamazsanız eğer, bir iki dakika etrafınıza bakarak rehber bulabilir veya bir grup yakalayabilirsiniz.Otopark biraz aşağıda kalıyor. Park ücreti 6 TL. Otoparktan örenyeri girişine 100 metre yokuş çıkmanız gerekiyor. Ören yerini gezdikten sonra otoparka giderken sol tarafta tokalı kiliseyi gezmeyi unutmayın. Göreme için aldığınız bilet yada müze kart ile ücretsiz gezebilirsiniz. Tokalı kilise adeta tüm örenyerinin ve incilin özeti gibi efsane bir yer.	2019-01	4	2
155	MUTLAKA GEZİLMESİ GEREKEN BİR YER	Gerçekten peri bacalarına büyüleniyorsunuz.Ailenizle beraber mutlaka gezilmesi gereken bir yer.Büyülü bir güzellik.	2019-01	5	2
156	Kışın çok güzel	Yaz sıcağından çok farklı Kar inanılmaz güzelleştirmiş burayı ve çok keyifliEfes te bu kadar kalabalık yok bu aralar keyifli bir gezi oldu	2019-01	4	2
157	Muazzam Tarih ve Kültür	Burada eski zamanlarda yasayan insanlarin hayatini merak ediyorsaniz, ilk gelmeniz gereken yer burasi.	2019-01	5	2
158	Göreme	Giriş için  muzekart bulundurun. Şehir  ici ya da dolmuş  ulaşımı  yok. Görülmeye  değer gayet güzel  yerler.	2019-01	4	2
159	Harika	-3 derece ama çok üşümedim. Karlıyken gelindiğinde ona uygun giyinilmeli, yerler kayıyor.Çok güzel bölgeye geldiğinizde kesinlikle gidilmesi gereken bir yer. Maalesef mağaralardaki bazı resimler tahrip edilmiş, restore edilenlerde var. Tarihimize sahip çıkmalıyız. Açık alan müzesi. İçerde küçük mağaralar ve kafe var.	2019-01	5	2
160	Çok iyi!	Tarih kokan bir yer, giriş 45 TL idi biz öğrenci olduğumuz için müze kart çıkarttık 30 TL ödedik ve Göreme bölgesindeki tüm müzelere bu kartla girdik. İçeri rehbersiz giriyorsanız, ücretini ödeyerek sesli rehber hizmeti alabiliyorsunuz. Müze kartla görülmeyen bir yer var içinde. Karanlık kiliseydi yanılmıyorsam, giriş ücreti 15 TL. Girişteki cafede oturmak isterseniz, müze kartınızla sıcak içeceklerde yarı fiyatına ödeme yapıyorsunuz.	2018-12	4	2
161	Karda ayrı bir güzel	Eğer karda yürüme konusunda kendinize güveniyorsanız yaz ve bahar dışında kışında mutlaka görülmesi gereken bir yer	2019-01	5	2
162	Görülmesi gerekli ama gereksiz pahalı	Kapadokya'ya gidince görülmesi gerektiğine inandığım yerlerden biri Göreme Açıkhava Müzesi. Girişi neden olduğunu anlayamadım ama 45TL. (Müzekart ile girmek de mümkün). Baya karlı ve buzlu havada gitmemize rağmen müze içi yollar pek temizlenmemişti. Tüm bunlara rağmen müze özellikle kiliseleri özelinde çok güzeldi. Kiliselerden karanlık kiliseye giriş için ayrıca 15 TL vermek zorunda kaldık. Evet çok güzel korunmuş ve önemli bir kilise ama bu kadar pahalı olması gerekmiyor hele ki müzekartınız varsa.	2019-01	3	2
163	Mutlaka görülmeli	Yolunuz göremeye düştüyse mutlaka uğrarsınız sanırım.müze kart geçerli.inanılmaz büyük ve güzel bir yer.eskiden insanların nasıl ve ne şekilde yaşadıklarını hayal etmeden duramıyorsunuz. Karlı bir günde orada bulunmak ta süperdi.harika resimler çekebildik.	2018-02	5	2
164	📝	Kesinlikle görülmesi gereken bir doğa harikası. Sırf burası için bile Nevşehir’e gelinir. Giriş kişi başı 45 tl. Ve bilet kapalı taraf içinde geçerli. Sadece aynalı kilise ek ücrete tabi.	2019-01	5	2
165	Muhtesem	Dunyada eşi benzeri olmayan bir yer. Hetkesin gormesi gerwkli diye dusunuyorum. Insani hayallerr surukluyor	2018-12	5	2
166	Tarih ve coğrafya	İşin aslı bütün göreme ve etrafı zarev peribacaları ile dolu. Bu açık hava müzesi sadece zamanında Hristiyanlık açısından önemi olan kiliseler ile dolu. Başka bir mevuzusu yok. Her yer kaya. Ve büyük kayalar mağara olarak kilise olmuş. Olay bu.. 😁 Bir albenisi ve farklı bişey yok.	2018-12	4	2
167	En yakın ve en popüler	Göreme açıkhava müzesi, Kapadokya'ya gelince herkesin gittiği ilk yer, diğer yerlerin olmadığı kadar da turist kalabalığı var dolayısıyla. Kapadokya'ya gelmişken gidilmeli, ama kilise gezmekten sıkılırsanız gidilecek daha ilginç yerler de var.	2018-12	4	2
168	pahalı	45 tl verip gezmeye değer eserler yok. mağaralar var ama onu farklı bölgelerde de görebilirsiniz. ücretsiz gireceksiniz girin ama fazlasına gerek yok.	2018-12	2	2
169	Mükemmel	Mükemmel bir yer. Göreme gidilmesi gereken ilk yer ve mükemmel fotoğraflar için  görmeden gelmeyin derim.	2018-11	5	2
170	Tam anlamıyla yeryüzü harikası	Tam anlamıyla gerçek bir yer yüzü harikası , benzeri bulunmayan bir yer,oluşumlar harika onlarca yeraltı şehri ve mağaralarla dolu herkesin görmesi gereken bir açık hava müzesi konumunda , mutlaka görülmeli diyorum ...2 kez gittim fakat 2 kez daha giderim......	2018-04	5	2
171	Keyifli bir geziydi.	Göreme, tarihin izlerini günümüze taşıyan, hem yaşam alanı hem de dini bir merkez olarak kullanılmış bir mekan. Mağaralar, kaya oyma yapılar ve vadiler insana keyif veriyor.	2018-08	5	2
172	Mutlaka görülmeli	Kapadokya ya gidenler için görülmesi gereken ilk yerlerden . Giriş ücreti 45 tl idi 70 tl verip müze kart aldık daha ekonomik oluyor başka müzelerde de kullanılıyor. İçerde görülecek birçok yapı bulunmakta fotoğraf meraklıları İçin sonbahar bence görülmesi gereken bir mevsim. Toplamda 1 saatte bilemedin 2 saatte gezilip bizde çocuk olduğu İçin biraz ağır gezmek zorunda kaldık. İçeri de bebek arabası kullanmak çok zor ufak bebeği olup da gidecek olanlar İçin kangurunuzu almanızı tavsiye ederim . Çıkışta müze mağazası bulunmakta müze kart sahiplerine %25 indirim yapılıyor hediyelik eşyalarda bunu kasa da öğrendik daha önce öğrenmiş olsaydı bi kaç parça daha alacaktık çünkü fiyatlar dışarıya göre yüksek . Bunu mutlaka değerlendirmeli	2018-11	5	2
173	Anlatılmaz yaşanır	Buram buram tarih var. İnanın o insalar çok büyük işler başarmış. Gezilmeli ve her anı yaşanmalı. Anlatılmaz yaşanır.	2018-12	5	2
174	Mükemmel	Kesinlikle gorulmesi gereken bir yer. Yurt disi turlarindan once ulkemizdeki bu degerleri bilmekte fayda var diye düşünüyorum. Mükemmeldi.	2018-11	5	2
175	Mükemmel Tarih	Çok güzel, kliseler hala sanki tarih için de yüzüyor.. Ortamı, ambiyansi mutlaka görülmesi gereken bir yer..	2018-11	5	2
176	Mukemmel	Gercekten cok mukemmel bir yer eger muze kartiniz var ise ucretsiz olarak gecis gerceklestirebiliyorsunuz. Kapadokyaya gelip buraya ugramadan gitmeyin. Gormeniz gereken yerlerin en basinda yer alabilir	2018-10	5	2
177	Harika	Her köşesi ayrı bir saklı cennet :) balayı için olağanüstü bir yer 😊 Yemek için Sedef restaurant tavsiye edilir 😊	2018-11	5	2
178	açık hava müzesi	gayet güzel bir yer. rehber eşliinde katılım yapmanızı tavsiye ederim.özellikle bunlar nasıl olmuş dercesine hayretle karşılayacaksınız.	2018-11	5	2
179	Gereksiz Pahalı	Zaten heryer peribacası doluyken ve çoğu yer birbirine benziyorken, bu kadar pahalı yapmaya ne gerek var giriş ücretlerini ? Ailece gidince kişi başı hesaplanmayan fiyatlar bir kişinin cebinden çıkıyor ve yüksek rakamlara ulaşıyor. İçeriye sırf ücret yüksekliğinden girme gereği duymadım, kapısından döndüm. Daha güzel ve ucuz vadiler var, oraları tavsiye ederim, özellikle de Zelve. Kasım ayında Asya'lı turist çoktu. Yerli turist azdı ve genel olarak bu vadi çok kalabalıktı diğerlerine nazaran.	2018-11	3	2
180	Eşsiz!	Seson dışında olmasına rağmen turist kafilelerinin olduğu,şansımıza güzel havaya denk geldiğimiz muhteşem bi gün oldu.İçersinde ilave ücretle gezilen(15 TL) Katanlık Kilise’yi de mutlaka görün.	2018-11	5	2
181	İlginç	Bizans döneminde Vatikan’a papaz yetiştirmek için kullanılan bir mekan içerisinde kiliseler bulunan derslikler bir Bacaları içerisine oluşturulmuş yapılar bulunan bir müze giriş ücreti 45 tl müze kart geçerli	2018-11	5	2
182	Müthiş	Çok eski tarihlerden gelen havası ile büyüleyici bir yer. Yapısı doğası harika. Buraya rahat yarım gün ayırın ve rahat bir ayakkabı ile dolaşın.	2018-11	5	2
183	OYMA MÜZE	Doğal oluşum kayalara insan elinin oyarak yaptığı yaşam alanlarına çok iyi bir örnek.Kapadokya bölgesini tanımlayan yerlerden birisi,görmeden olmaz.Düzelenmesi iyi,ilgili personel var.Ihlara ya göre çok iyi Fiyatlar biraz daha uygun seviye de tutulabilir.Ücretsiz girişte 18 yaş sınırı üniversite seviyesine çıkarılması faydalı olur.	2018-11	5	2
184	Doğa ve tarih	Göreme bölgesinde hem doğal oluşum hem kiliseleri görmek isterseniz ziyaret edebilirsiniz. Ama amacınız peri bacalarını görmekse 10 km mesafedeki Paşabağ bölgesini ziyaret etmenizi öneririm. En azından Paşabağ ücretsiz ve daha güzel peribacaları var. Burayı daha çok yabancı turistler tercih ediyor çünkü hristiyanlar için önemli birçok kilise mevcut.	2018-11	5	2
185	Mutlaka gezin	İlk başta 45tl giriş ücreti fazla gibi gelebilir ama gezdikten sonra buna değer diorsunuz bebek arabası sürülebilir kiliselere çıkmak için aşağıda bırakıyorsunuz  sorun olmuyor mutlaka gezip görülmesi gerek.	2018-10	5	2
186	Görülmeli	Müze kartınızla gezin.ekonomik. kapadokyada heryer dağtaş, kaya evler,milli park alanlarıyla dolu. Seyrine doyum olmayan mekanlar göreme açık hava müzeside öyle. Mö li yıllara dayanan tek tanrılı din için gözden ırak yerlerde ibadet için yapılan şapeller çok ilginçti. Kaya içi oyularak biraz tabiaatta yardım etmiş, duvarlardaki resimler harika tabi zamanında yerli halkın gözleri oyması olmasaymış dahada güzel olacakmış ama bu kadarıda görebildik deyip sineye çekelim. O çağlarda yaşayan insaların yemeklerini masa düzeninde yemesi çok enteresandı. Dval taş masa ve taş oturma yerlere. Hatta daha yukarılarda masa üstünde tencereyi koyma yeri vardı. Sanırım rütbeye göre olan dinadamlarının mekanıydı. Ne diyeyim gidin görün.	2018-11	5	2
187	GOREME de sonbahar gezimiz	Goreme açıkhava muzesi mutlaka görülmesi gereken bir yer. Kaya yumuşak oldugu icin koruma altında.    Peri bacalarinin manzarasi ve kaya içine yapılmış kiliseler çok ilginç. Çocuklarla , balayı için ve gezmek icin gelinebilir. .	2018-11	5	2
188	Görülmesi şart	Göremeye gelince görülmesi gereken bir yer. Göreme merkezden 15 dk yürüme mesafede. Kiliseleri ve mağaraları görebilirsiniz. Ama kilise girişlerindeki no foto emmiler de ayrıca seyirlik.	2018-11	4	2
189	Muazzam	Etkileyici manzara ve güzel atlar diyarı Kapadokya'nın büyüleyici atmosferi bir tür rehberine bağlı kalmadan kafanıza göre gezmek çok rahatlatıcı	2018-06	5	2
190	Manzara harika	Çok beğendim hayal alemi gibi, bol bol fotoğraf çekilecek yerler var, gün batımına kalamadık ama efsane fotoğraflar olur.	2018-10	5	2
191	Legal Soygun	Ailenizle, eşinizle gezmeye gelirseniz, pişman olursunuz zira her yer ama her yer, istisnasız para avcısı olmuş. İçeri giriyorsunuz, bilgilendirme panoları yetersiz ya da bilerek konulmamış, insanları zorunlu olarak ya 100 TL'ye rehber tutmaya ya da 15 TL'ye kulaklık kiralamaya mahkum bırakmışlar. Girişte zaten Müze Kart yoksa 45 TL para veriyorsunuz üstüne en ucuz yoldan 15 TL kulaklık kiralama ediyor size 60 TL. Bitmedi bir de girişin girişi var yukarıda, adı Karanlık Kilise... Oraya da ekstra ücret ödüyorsunuz. Müze Kart geçmiyor ne yazık ki. Sonuç, Güzel memleketimi gezmek için çok zengin olmak lazım, öteki türlü gittiğiniz hemen hemen tüm müzeler ve tarihi mekânlar ne yazık ki böyle... Tarihi mirasa daha fazla sahip çıkmamız ve yerli turisti daha fazla kazanmamız lazım...	2018-11	1	2
192	Guzel	Gidin gezin bol bol foto çekin, arac park sorunu var araciyla gideceklere duyurulurSabah erken saatlerde daha sakin oluyor ve az kisi oluyor tercih sebebiniz olabilir. Heryerde oldugu gibi buralardada esnafin ve yerel.belediyenin dini imani para. Hizmet 0 ama hersey para. Artik bu zihniyeti degistirmek lazim yakinda birakin yabanciyi yerli turistide kaybedeceksiniz turizmci firmalar.	2018-10	2	2
193	Göreme açık hava müzesi	Kapadokya bölgesi zaten muhteşem vadileri ile dev bir açıkhava müzesi. Ama burası özellikle küçük çocuklu veya yaşlı konukların da zorlanmadan gezebilecekleri bir yer.	2018-09	5	2
194	Kesinlikle Gezilmeli	Öncelikle neden buraya girmeyin diyenleri anlamış değilim. Içeride yaşanmışlıklarla dolu birçok yer mevcut.şapellerden yemekhanelere kadar bircok eski yapı var.cok guzel fotograflar çekip bilgiler edineceginiz bu yerde maalesef otopark sorunu var.erken gidin.muze kartı almanizda fayda var.	2018-10	5	2
195	Güzel tarihi bir mekan	Çok başarılı olmasına rağmen otopark sıkıntı. İçeri girerken güzel bir pano var sonrasında yönlendirmeler çok kötü. Rehbersiz gezilecek yer değil. Giriş pahalı müze kart alıp girin. Ihlara vs ekstra para ödemeyin ,)	2018-10	5	2
196	Küçük çocuklu aile için zor olabilir.	Küçük çocuklu aile için zor olabilir. Merdiven çok. Kanguru faydalı olabilir. Ama yazın sıcak oluyor.Biz müze kartı aldık o yüzden Kapadokyadaki diğer yerleri de beraberinde gezmek uygun oldu.	2018-06	4	2
197	Göreme Acik Hava Müzesi	Iceriye Müze kart ile girebiliyorsunuz ve inanilmaz büyük. Sayisini hatirlamadigim ama yaklasik 7-8 tane oldugunu varsaydigim kliseler mevcut. Hepsinde incil’den ayri ayri betimlemeler mevcut. Kliseye girdiginiz zaman, resimlerden bazilarinin gozlerini oyulmus oldugunu gorebilirsiniz. Resimleri asinmayan, ismini net hatirlamadigim ama karanlik klisesi olabilecegini dusunuyorum kliseye girip net bicimde gorebilirsiniz. Sadece o klise icin 15 lira ekstra ucret aldiklarini belirteyim. Resimler asinmasin diye fotograf cekimi yasak. Eger bir rehber ile gidiyorsaniz, hepsinin aciklamasini yapacagini dusunuyorum.	2018-10	5	2
198	GÖREME'nin İLK GÖRÜLESİ YERİ	Nevşehir'e 13 km. uzaklıkta ve Göreme kasabasının 2 km. doğusunda yer alan bir kaya yerleşim yeridir. M.S. 4. yüzyıldan 13. yüzyıla kadar yoğun bir şekilde manastır hayatı yaşanmıştır. Hemen her kaya bloğunun içinde kiliseler, şapeller, yemekhaneler ve oturma mekânları mevcuttur. Bugünkü Göreme Açık Hava Müzesi manastır eğitim sisteminin başlatıldığı yer olarak kabul edilir. Soğanlı, Ihlara, Açıksaray aynı eğitim sisteminin daha sonraları görüldüğü yerlerdir.	2018-10	5	2
199	Yorum	Kapadokya gezisinde mutlaka görülmesi gereken yerlerden biri, 11. Yüzyıl hristiyanlık yaşamı ile ilgili gerçekten çok ilginç onlarca kilise var , güzel havada dışarda gezmesi de çok güzel , tavsiye ediyorum	2018-10	5	2
200	Peri bacalari	doga Harikasi peri  bacalarıni ilk ziyaret edeceğiniz nokta. sonrasında pasabag ve zerve yi mutlaka gezmenizi tavsiye derim.	2018-10	5	2
